image,method,clip_limit,tile_size,psnr,ssim
40.png,CLAHE,2.0,4x4,7.6968,0.4503
40.png,CLAHE,2.0,8x8,7.4773,0.4315
40.png,CLAHE,2.0,16x16,7.2327,0.4079
40.png,CLAHE,3.0,4x4,8.4124,0.5125
40.png,CLAHE,3.0,8x8,8.0496,0.4827
40.png,CLAHE,3.0,16x16,7.7206,0.4574
40.png,CLAHE,4.0,4x4,9.1071,0.5527
40.png,CLAHE,4.0,8x8,8.5829,0.5157
40.png,CLAHE,4.0,16x16,8.1889,0.4893
42.png,GHE,,,16.662,0.3983
42.png,CLAHE,1.0,4x4,5.8692,0.1626
42.png,CLAHE,1.0,8x8,5.8249,0.1572
42.png,CLAHE,1.0,16x16,5.7462,0.1475
42.png,CLAHE,2.0,4x4,6.2562,0.2115
42.png,CLAHE,2.0,8x8,6.1833,0.2035
42.png,CLAHE,2.0,16x16,6.0752,0.1939
42.png,CLAHE,3.0,4x4,6.5929,0.2497
42.png,CLAHE,3.0,8x8,6.4775,0.2372
42.png,CLAHE,3.0,16x16,6.3716,0.2285
42.png,CLAHE,4.0,4x4,6.9138,0.282
42.png,CLAHE,4.0,8x8,6.7822,0.2677
42.png,CLAHE,4.0,16x16,6.6365,0.2563
43.png,GHE,,,14.4884,0.6704
43.png,CLAHE,1.0,4x4,6.1756,0.3789
43.png,CLAHE,1.0,8x8,5.972,0.3573
43.png,CLAHE,1.0,16x16,5.7665,0.3366
43.png,CLAHE,2.0,4x4,7.2227,0.4783
43.png,CLAHE,2.0,8x8,6.702,0.4348
43.png,CLAHE,2.0,16x16,6.2978,0.4009
43.png,CLAHE,3.0,4x4,8.2247,0.5395
43.png,CLAHE,3.0,8x8,7.3297,0.4802
43.png,CLAHE,3.0,16x16,6.7783,0.4431
43.png,CLAHE,4.0,4x4,9.1686,0.5718
43.png,CLAHE,4.0,8x8,7.9242,0.507
43.png,CLAHE,4.0,16x16,7.2333,0.4679
44.png,GHE,,,16.3975,0.6951
44.png,CLAHE,1.0,4x4,7.1109,0.4205
44.png,CLAHE,1.0,8x8,6.8805,0.397
44.png,CLAHE,1.0,16x16,6.6504,0.3749
44.png,CLAHE,2.0,4x4,8.282,0.5251
44.png,CLAHE,2.0,8x8,7.6978,0.4803
44.png,CLAHE,2.0,16x16,7.2351,0.4454
44.png,CLAHE,3.0,4x4,9.427,0.5868
44.png,CLAHE,3.0,8x8,8.3923,0.5263
44.png,CLAHE,3.0,16x16,7.7802,0.4898
44.png,CLAHE,4.0,4x4,10.507,0.616
44.png,CLAHE,4.0,8x8,9.068,0.552
44.png,CLAHE,4.0,16x16,8.2837,0.5132
45.png,GHE,,,15.2067,0.3546
45.png,CLAHE,1.0,4x4,4.3376,0.0798
45.png,CLAHE,1.0,8x8,4.3237,0.0781
45.png,CLAHE,1.0,16x16,4.2647,0.071
45.png,CLAHE,2.0,4x4,4.5926,0.1139
45.png,CLAHE,2.0,8x8,4.5663,0.1104
45.png,CLAHE,2.0,16x16,4.4905,0.1025
45.png,CLAHE,3.0,4x4,4.819,0.1434
45.png,CLAHE,3.0,8x8,4.7686,0.1367
45.png,CLAHE,3.0,16x16,4.681,0.1289
45.png,CLAHE,4.0,4x4,5.0413,0.1696
45.png,CLAHE,4.0,8x8,4.9645,0.1594
45.png,CLAHE,4.0,16x16,4.8548,0.1507
450.png,GHE,,,12.0285,0.7242
450.png,CLAHE,1.0,4x4,26.7572,0.9367
450.png,CLAHE,1.0,8x8,26.8734,0.9347
450.png,CLAHE,1.0,16x16,27.4572,0.9365
450.png,CLAHE,2.0,4x4,20.7921,0.8868
450.png,CLAHE,2.0,8x8,22.3482,0.8842
450.png,CLAHE,2.0,16x16,24.7053,0.888
450.png,CLAHE,3.0,4x4,17.9912,0.835
450.png,CLAHE,3.0,8x8,19.673,0.8321
450.png,CLAHE,3.0,16x16,21.643,0.8295
450.png,CLAHE,4.0,4x4,16.3946,0.7898
450.png,CLAHE,4.0,8x8,17.9859,0.7834
450.png,CLAHE,4.0,16x16,19.8135,0.7769
46.png,GHE,,,14.9863,0.3348
46.png,CLAHE,1.0,4x4,4.4924,0.0917
46.png,CLAHE,1.0,8x8,4.4772,0.0896
46.png,CLAHE,1.0,16x16,4.4173,0.0819
46.png,CLAHE,2.0,4x4,4.7596,0.128
46.png,CLAHE,2.0,8x8,4.7269,0.123
46.png,CLAHE,2.0,16x16,4.6545,0.1156
46.png,CLAHE,3.0,4x4,4.9977,0.1587
46.png,CLAHE,3.0,8x8,4.9384,0.1501
46.png,CLAHE,3.0,16x16,4.8551,0.1429
46.png,CLAHE,4.0,4x4,5.2301,0.1853
46.png,CLAHE,4.0,8x8,5.1447,0.1732
46.png,CLAHE,4.0,16x16,5.032,0.1645
460.png,GHE,,,12.0504,0.7119
460.png,CLAHE,1.0,4x4,27.3004,0.9317
460.png,CLAHE,1.0,8x8,27.1693,0.9318
460.png,CLAHE,1.0,16x16,26.6371,0.9323
460.png,CLAHE,2.0,4x4,22.3266,0.895
460.png,CLAHE,2.0,8x8,23.7105,0.8923
460.png,CLAHE,2.0,16x16,25.294,0.8922
460.png,CLAHE,3.0,4x4,19.3543,0.8535
460.png,CLAHE,3.0,8x8,20.9314,0.8486
460.png,CLAHE,3.0,16x16,22.192,0.8361
460.png,CLAHE,4.0,4x4,17.3854,0.8112
460.png,CLAHE,4.0,8x8,19.0094,0.8037
460.png,CLAHE,4.0,16x16,20.2964,0.7873
464.png,GHE,,,15.8637,0.8062
464.png,CLAHE,1.0,4x4,18.0834,0.8327
464.png,CLAHE,1.0,8x8,17.5659,0.8304
464.png,CLAHE,1.0,16x16,17.0444,0.8261
464.png,CLAHE,2.0,4x4,20.2257,0.8619
464.png,CLAHE,2.0,8x8,19.0813,0.8474
464.png,CLAHE,2.0,16x16,18.4055,0.8407
464.png,CLAHE,3.0,4x4,21.1562,0.8632
464.png,CLAHE,3.0,8x8,19.4879,0.8393
464.png,CLAHE,3.0,16x16,19.0365,0.8272
464.png,CLAHE,4.0,4x4,20.9522,0.85
464.png,CLAHE,4.0,8x8,19.5635,0.8221
464.png,CLAHE,4.0,16x16,19.0737,0.8021
468.png,GHE,,,16.0372,0.4407
468.png,CLAHE,1.0,4x4,6.6531,0.1898
468.png,CLAHE,1.0,8x8,6.5994,0.1822
468.png,CLAHE,1.0,16x16,6.5522,0.1739
468.png,CLAHE,2.0,4x4,6.9704,0.2414
468.png,CLAHE,2.0,8x8,6.8899,0.2321
468.png,CLAHE,2.0,16x16,6.8166,0.2226
468.png,CLAHE,3.0,4x4,7.2657,0.2836
468.png,CLAHE,3.0,8x8,7.1401,0.2702
468.png,CLAHE,3.0,16x16,7.0518,0.26
468.png,CLAHE,4.0,4x4,7.5663,0.3198
468.png,CLAHE,4.0,8x8,7.3999,0.304
468.png,CLAHE,4.0,16x16,7.28,0.2909
469.png,GHE,,,11.2278,0.3195
469.png,CLAHE,1.0,4x4,10.9429,0.3218
469.png,CLAHE,1.0,8x8,10.826,0.3037
469.png,CLAHE,1.0,16x16,10.7357,0.2898
469.png,CLAHE,2.0,4x4,11.4986,0.3994
469.png,CLAHE,2.0,8x8,11.2915,0.3728
469.png,CLAHE,2.0,16x16,11.1467,0.3564
469.png,CLAHE,3.0,4x4,12.0297,0.4609
469.png,CLAHE,3.0,8x8,11.7023,0.4237
469.png,CLAHE,3.0,16x16,11.5244,0.406
469.png,CLAHE,4.0,4x4,12.5591,0.5093
469.png,CLAHE,4.0,8x8,12.1213,0.4662
469.png,CLAHE,4.0,16x16,11.8905,0.4448
47.png,GHE,,,16.9984,0.5907
47.png,CLAHE,1.0,4x4,7.7849,0.2468
47.png,CLAHE,1.0,8x8,7.7202,0.2373
47.png,CLAHE,1.0,16x16,7.5982,0.223
47.png,CLAHE,2.0,4x4,8.492,0.341
47.png,CLAHE,2.0,8x8,8.3808,0.3264
47.png,CLAHE,2.0,16x16,8.2108,0.3095
47.png,CLAHE,3.0,4x4,9.1527,0.4204
47.png,CLAHE,3.0,8x8,8.9704,0.396
47.png,CLAHE,3.0,16x16,8.757,0.3768
47.png,CLAHE,4.0,4x4,9.8094,0.4861
47.png,CLAHE,4.0,8x8,9.5756,0.456
47.png,CLAHE,4.0,16x16,9.2748,0.4298
470.png,GHE,,,15.8633,0.4453
470.png,CLAHE,1.0,4x4,6.9237,0.1822
470.png,CLAHE,1.0,8x8,6.8442,0.1715
470.png,CLAHE,1.0,16x16,6.7968,0.1636
470.png,CLAHE,2.0,4x4,7.2973,0.2388
470.png,CLAHE,2.0,8x8,7.1409,0.2208
470.png,CLAHE,2.0,16x16,7.0669,0.2115
470.png,CLAHE,3.0,4x4,7.6556,0.2872
470.png,CLAHE,3.0,8x8,7.3978,0.2593
470.png,CLAHE,3.0,16x16,7.3134,0.25
470.png,CLAHE,4.0,4x4,7.9924,0.328
470.png,CLAHE,4.0,8x8,7.6698,0.2959
470.png,CLAHE,4.0,16x16,7.5515,0.2829
471.png,GHE,,,15.2302,0.2931
471.png,CLAHE,1.0,4x4,6.5749,0.1795
471.png,CLAHE,1.0,8x8,6.5009,0.1663
471.png,CLAHE,1.0,16x16,6.4655,0.1597
471.png,CLAHE,2.0,4x4,6.8419,0.2251
471.png,CLAHE,2.0,8x8,6.735,0.2077
471.png,CLAHE,2.0,16x16,6.6943,0.2004
471.png,CLAHE,3.0,4x4,7.0747,0.2616
471.png,CLAHE,3.0,8x8,6.928,0.2387
471.png,CLAHE,3.0,16x16,6.884,0.2311
471.png,CLAHE,4.0,4x4,7.2983,0.2926
471.png,CLAHE,4.0,8x8,7.1236,0.2667
471.png,CLAHE,4.0,16x16,7.0659,0.2573
472.png,GHE,,,16.2078,0.3222
472.png,CLAHE,1.0,4x4,5.3578,0.1607
472.png,CLAHE,1.0,8x8,5.3119,0.1531
472.png,CLAHE,1.0,16x16,5.2734,0.1462
472.png,CLAHE,2.0,4x4,5.5901,0.1992
472.png,CLAHE,2.0,8x8,5.52,0.1888
472.png,CLAHE,2.0,16x16,5.4696,0.1805
472.png,CLAHE,3.0,4x4,5.7976,0.2313
472.png,CLAHE,3.0,8x8,5.6918,0.2157
472.png,CLAHE,3.0,16x16,5.6342,0.2069
472.png,CLAHE,4.0,4x4,5.9917,0.258
472.png,CLAHE,4.0,8x8,5.8675,0.2403
472.png,CLAHE,4.0,16x16,5.7901,0.2292
473.png,GHE,,,10.6317,0.3057
473.png,CLAHE,1.0,4x4,11.5934,0.3145
473.png,CLAHE,1.0,8x8,11.5231,0.3046
473.png,CLAHE,1.0,16x16,11.4458,0.2898
473.png,CLAHE,2.0,4x4,12.0662,0.3913
473.png,CLAHE,2.0,8x8,11.9503,0.3758
473.png,CLAHE,2.0,16x16,11.8417,0.3603
473.png,CLAHE,3.0,4x4,12.4859,0.4449
473.png,CLAHE,3.0,8x8,12.3065,0.4251
473.png,CLAHE,3.0,16x16,12.1764,0.4085
473.png,CLAHE,4.0,4x4,12.9017,0.4874
473.png,CLAHE,4.0,8x8,12.6768,0.4656
473.png,CLAHE,4.0,16x16,12.4962,0.445
474.png,GHE,,,16.3142,0.3706
474.png,CLAHE,1.0,4x4,6.4834,0.1672
474.png,CLAHE,1.0,8x8,6.4512,0.1622
474.png,CLAHE,1.0,16x16,6.4013,0.1532
474.png,CLAHE,2.0,4x4,6.7629,0.2142
474.png,CLAHE,2.0,8x8,6.698,0.2043
474.png,CLAHE,2.0,16x16,6.634,0.1947
474.png,CLAHE,3.0,4x4,7.0116,0.251
474.png,CLAHE,3.0,8x8,6.908,0.2369
474.png,CLAHE,3.0,16x16,6.8346,0.2265
474.png,CLAHE,4.0,4x4,7.2503,0.2823
474.png,CLAHE,4.0,8x8,7.1195,0.2666
474.png,CLAHE,4.0,16x16,7.0227,0.2531
475.png,GHE,,,10.6499,0.3167
475.png,CLAHE,1.0,4x4,11.4868,0.3023
475.png,CLAHE,1.0,8x8,11.4146,0.2923
475.png,CLAHE,1.0,16x16,11.3336,0.2774
475.png,CLAHE,2.0,4x4,11.971,0.3803
475.png,CLAHE,2.0,8x8,11.8437,0.363
475.png,CLAHE,2.0,16x16,11.7416,0.3486
475.png,CLAHE,3.0,4x4,12.394,0.4346
475.png,CLAHE,3.0,8x8,12.2012,0.4115
475.png,CLAHE,3.0,16x16,12.0896,0.3976
475.png,CLAHE,4.0,4x4,12.8098,0.4763
475.png,CLAHE,4.0,8x8,12.5715,0.4525
475.png,CLAHE,4.0,16x16,12.4182,0.4345
476.png,GHE,,,10.3335,0.3248
476.png,CLAHE,1.0,4x4,11.9455,0.3128
476.png,CLAHE,1.0,8x8,11.8492,0.3007
476.png,CLAHE,1.0,16x16,11.7622,0.2855
476.png,CLAHE,2.0,4x4,12.5076,0.3954
476.png,CLAHE,2.0,8x8,12.3326,0.3766
476.png,CLAHE,2.0,16x16,12.2127,0.3608
476.png,CLAHE,3.0,4x4,13.0205,0.4552
476.png,CLAHE,3.0,8x8,12.7505,0.4295
476.png,CLAHE,3.0,16x16,12.5996,0.4126
476.png,CLAHE,4.0,4x4,13.5218,0.502
476.png,CLAHE,4.0,8x8,13.1886,0.4737
476.png,CLAHE,4.0,16x16,12.977,0.4532
477.png,GHE,,,17.4541,0.5268
477.png,CLAHE,1.0,4x4,7.3575,0.2245
477.png,CLAHE,1.0,8x8,7.3159,0.2193
477.png,CLAHE,1.0,16x16,7.2371,0.2058
477.png,CLAHE,2.0,4x4,7.772,0.2894
477.png,CLAHE,2.0,8x8,7.7086,0.2814
477.png,CLAHE,2.0,16x16,7.582,0.2631
477.png,CLAHE,3.0,4x4,8.1576,0.3418
477.png,CLAHE,3.0,8x8,8.0378,0.327
477.png,CLAHE,3.0,16x16,7.8975,0.3083
477.png,CLAHE,4.0,4x4,8.5494,0.3855
477.png,CLAHE,4.0,8x8,8.3741,0.3645
477.png,CLAHE,4.0,16x16,8.1828,0.3415
478.png,GHE,,,13.7773,0.6042
478.png,CLAHE,1.0,4x4,13.3535,0.624
478.png,CLAHE,1.0,8x8,12.9335,0.6031
478.png,CLAHE,1.0,16x16,12.5837,0.5799
478.png,CLAHE,2.0,4x4,15.2671,0.6949
478.png,CLAHE,2.0,8x8,14.1912,0.6609
478.png,CLAHE,2.0,16x16,13.6149,0.6356
478.png,CLAHE,3.0,4x4,16.9144,0.7125
478.png,CLAHE,3.0,8x8,15.1223,0.6712
478.png,CLAHE,3.0,16x16,14.2427,0.6402
478.png,CLAHE,4.0,4x4,18.1408,0.7007
478.png,CLAHE,4.0,8x8,15.8817,0.6595
478.png,CLAHE,4.0,16x16,14.7248,0.625
479.png,GHE,,,17.028,0.5856
479.png,CLAHE,1.0,4x4,8.7969,0.4176
479.png,CLAHE,1.0,8x8,8.6107,0.4023
479.png,CLAHE,1.0,16x16,8.455,0.3858
479.png,CLAHE,2.0,4x4,9.6768,0.5015
479.png,CLAHE,2.0,8x8,9.3126,0.4753
479.png,CLAHE,2.0,16x16,9.0477,0.4522
479.png,CLAHE,3.0,4x4,10.5298,0.5547
479.png,CLAHE,3.0,8x8,9.8844,0.5152
479.png,CLAHE,3.0,16x16,9.5081,0.487
479.png,CLAHE,4.0,4x4,11.3224,0.5831
479.png,CLAHE,4.0,8x8,10.4482,0.5371
479.png,CLAHE,4.0,16x16,9.8524,0.5006
48.png,GHE,,,14.4247,0.5373
48.png,CLAHE,1.0,4x4,10.1188,0.332
48.png,CLAHE,1.0,8x8,10.0304,0.3196
48.png,CLAHE,1.0,16x16,9.8635,0.3005
48.png,CLAHE,2.0,4x4,11.0803,0.448
48.png,CLAHE,2.0,8x8,10.9237,0.4304
48.png,CLAHE,2.0,16x16,10.6806,0.4092
48.png,CLAHE,3.0,4x4,12.0027,0.5377
48.png,CLAHE,3.0,8x8,11.7295,0.5093
48.png,CLAHE,3.0,16x16,11.4227,0.4871
48.png,CLAHE,4.0,4x4,12.9439,0.6046
48.png,CLAHE,4.0,8x8,12.5616,0.5707
48.png,CLAHE,4.0,16x16,12.1255,0.5426
480.png,GHE,,,17.7587,0.7063
480.png,CLAHE,1.0,4x4,8.5661,0.4485
480.png,CLAHE,1.0,8x8,8.3064,0.4311
480.png,CLAHE,1.0,16x16,7.9875,0.4069
480.png,CLAHE,2.0,4x4,9.8139,0.5283
480.png,CLAHE,2.0,8x8,9.2046,0.4948
480.png,CLAHE,2.0,16x16,8.7365,0.4662
480.png,CLAHE,3.0,4x4,10.8563,0.5708
480.png,CLAHE,3.0,8x8,9.879,0.5244
480.png,CLAHE,3.0,16x16,9.305,0.4925
480.png,CLAHE,4.0,4x4,11.7642,0.5935
480.png,CLAHE,4.0,8x8,10.4883,0.5395
480.png,CLAHE,4.0,16x16,9.7462,0.5014
481.png,GHE,,,12.2699,0.6059
481.png,CLAHE,1.0,4x4,14.8525,0.5939
481.png,CLAHE,1.0,8x8,14.4665,0.577
481.png,CLAHE,1.0,16x16,14.001,0.5552
481.png,CLAHE,2.0,4x4,17.0276,0.6713
481.png,CLAHE,2.0,8x8,16.0911,0.6471
481.png,CLAHE,2.0,16x16,15.2895,0.6226
481.png,CLAHE,3.0,4x4,18.6677,0.6988
481.png,CLAHE,3.0,8x8,17.3393,0.67
481.png,CLAHE,3.0,16x16,16.3716,0.6447
481.png,CLAHE,4.0,4x4,19.5871,0.7043
481.png,CLAHE,4.0,8x8,18.2814,0.672
481.png,CLAHE,4.0,16x16,17.1565,0.643
482.png,GHE,,,12.6219,0.3281
482.png,CLAHE,1.0,4x4,7.5795,0.1249
482.png,CLAHE,1.0,8x8,7.5579,0.1224
482.png,CLAHE,1.0,16x16,7.4923,0.1146
482.png,CLAHE,2.0,4x4,7.8557,0.1685
482.png,CLAHE,2.0,8x8,7.8289,0.1651
482.png,CLAHE,2.0,16x16,7.7596,0.1585
482.png,CLAHE,3.0,4x4,8.1073,0.2037
482.png,CLAHE,3.0,8x8,8.0606,0.1981
482.png,CLAHE,3.0,16x16,7.9791,0.191
482.png,CLAHE,4.0,4x4,8.3548,0.2335
482.png,CLAHE,4.0,8x8,8.2913,0.2261
482.png,CLAHE,4.0,16x16,8.1824,0.2174
483.png,GHE,,,8.2298,0.2075
483.png,CLAHE,1.0,4x4,13.5932,0.2731
483.png,CLAHE,1.0,8x8,13.5307,0.2654
483.png,CLAHE,1.0,16x16,13.4048,0.248
483.png,CLAHE,2.0,4x4,14.2092,0.3631
483.png,CLAHE,2.0,8x8,14.0963,0.3484
483.png,CLAHE,2.0,16x16,13.9531,0.3347
483.png,CLAHE,3.0,4x4,14.7512,0.424
483.png,CLAHE,3.0,8x8,14.5733,0.4047
483.png,CLAHE,3.0,16x16,14.4201,0.3921
483.png,CLAHE,4.0,4x4,15.2964,0.4715
483.png,CLAHE,4.0,8x8,15.0637,0.45
483.png,CLAHE,4.0,16x16,14.8494,0.4344
484.png,GHE,,,12.3868,0.3403
484.png,CLAHE,1.0,4x4,8.2261,0.1997
484.png,CLAHE,1.0,8x8,8.1816,0.1945
484.png,CLAHE,1.0,16x16,8.1124,0.187
484.png,CLAHE,2.0,4x4,8.5733,0.2422
484.png,CLAHE,2.0,8x8,8.5011,0.2334
484.png,CLAHE,2.0,16x16,8.4192,0.2262
484.png,CLAHE,3.0,4x4,8.8808,0.2671
484.png,CLAHE,3.0,8x8,8.7686,0.2546
484.png,CLAHE,3.0,16x16,8.6745,0.2474
484.png,CLAHE,4.0,4x4,9.179,0.2881
484.png,CLAHE,4.0,8x8,9.0399,0.2739
484.png,CLAHE,4.0,16x16,8.9124,0.2642
485.png,GHE,,,11.1803,0.2465
485.png,CLAHE,1.0,4x4,8.0789,0.1862
485.png,CLAHE,1.0,8x8,8.0485,0.1832
485.png,CLAHE,1.0,16x16,7.9898,0.1781
485.png,CLAHE,2.0,4x4,8.3623,0.2357
485.png,CLAHE,2.0,8x8,8.3127,0.2308
485.png,CLAHE,2.0,16x16,8.2463,0.2256
485.png,CLAHE,3.0,4x4,8.61,0.2678
485.png,CLAHE,3.0,8x8,8.5347,0.2603
485.png,CLAHE,3.0,16x16,8.4563,0.2545
485.png,CLAHE,4.0,4x4,8.8505,0.2873
485.png,CLAHE,4.0,8x8,8.756,0.2783
485.png,CLAHE,4.0,16x16,8.6498,0.2702
486.png,GHE,,,16.1991,0.4631
486.png,CLAHE,1.0,4x4,6.8972,0.1679
486.png,CLAHE,1.0,8x8,6.8578,0.1641
486.png,CLAHE,1.0,16x16,6.7813,0.1554
486.png,CLAHE,2.0,4x4,7.2677,0.2258
486.png,CLAHE,2.0,8x8,7.1955,0.2192
486.png,CLAHE,2.0,16x16,7.0636,0.2064
486.png,CLAHE,3.0,4x4,7.6077,0.2735
486.png,CLAHE,3.0,8x8,7.4841,0.2625
486.png,CLAHE,3.0,16x16,7.3198,0.248
486.png,CLAHE,4.0,4x4,7.9384,0.3097
486.png,CLAHE,4.0,8x8,7.7788,0.2963
486.png,CLAHE,4.0,16x16,7.5592,0.2778
487.png,GHE,,,17.343,0.4218
487.png,CLAHE,1.0,4x4,6.7023,0.2004
487.png,CLAHE,1.0,8x8,6.6359,0.1928
487.png,CLAHE,1.0,16x16,6.5714,0.1838
487.png,CLAHE,2.0,4x4,7.0599,0.2545
487.png,CLAHE,2.0,8x8,6.9433,0.2414
487.png,CLAHE,2.0,16x16,6.8439,0.2299
487.png,CLAHE,3.0,4x4,7.3996,0.2967
487.png,CLAHE,3.0,8x8,7.2035,0.2767
487.png,CLAHE,3.0,16x16,7.0926,0.2645
487.png,CLAHE,4.0,4x4,7.7424,0.3303
487.png,CLAHE,4.0,8x8,7.4673,0.3043
487.png,CLAHE,4.0,16x16,7.3261,0.289
488.png,GHE,,,12.389,0.4135
488.png,CLAHE,1.0,4x4,10.6261,0.313
488.png,CLAHE,1.0,8x8,10.5431,0.3033
488.png,CLAHE,1.0,16x16,10.403,0.2874
488.png,CLAHE,2.0,4x4,11.2976,0.3883
488.png,CLAHE,2.0,8x8,11.1565,0.3733
488.png,CLAHE,2.0,16x16,10.8805,0.352
488.png,CLAHE,3.0,4x4,11.9135,0.4401
488.png,CLAHE,3.0,8x8,11.6864,0.417
488.png,CLAHE,3.0,16x16,11.3396,0.3953
488.png,CLAHE,4.0,4x4,12.5192,0.4773
488.png,CLAHE,4.0,8x8,12.2223,0.4493
488.png,CLAHE,4.0,16x16,11.7875,0.4256
489.png,GHE,,,15.9482,0.3515
489.png,CLAHE,1.0,4x4,7.2552,0.2585
489.png,CLAHE,1.0,8x8,7.2108,0.2541
489.png,CLAHE,1.0,16x16,7.1273,0.2455
489.png,CLAHE,2.0,4x4,7.6167,0.3082
489.png,CLAHE,2.0,8x8,7.5204,0.2991
489.png,CLAHE,2.0,16x16,7.3902,0.2872
489.png,CLAHE,3.0,4x4,7.9574,0.3382
489.png,CLAHE,3.0,8x8,7.7877,0.3233
489.png,CLAHE,3.0,16x16,7.6066,0.3079
489.png,CLAHE,4.0,4x4,8.2804,0.3551
489.png,CLAHE,4.0,8x8,8.0602,0.336
489.png,CLAHE,4.0,16x16,7.8107,0.3164
490.png,GHE,,,17.1091,0.382
490.png,CLAHE,1.0,4x4,6.628,0.1723
490.png,CLAHE,1.0,8x8,6.576,0.1659
490.png,CLAHE,1.0,16x16,6.5046,0.1572
490.png,CLAHE,2.0,4x4,6.9745,0.2221
490.png,CLAHE,2.0,8x8,6.8828,0.2113
490.png,CLAHE,2.0,16x16,6.7607,0.1987
490.png,CLAHE,3.0,4x4,7.2887,0.2574
490.png,CLAHE,3.0,8x8,7.1404,0.2416
490.png,CLAHE,3.0,16x16,6.9826,0.2272
490.png,CLAHE,4.0,4x4,7.5952,0.2853
490.png,CLAHE,4.0,8x8,7.4018,0.2661
490.png,CLAHE,4.0,16x16,7.1967,0.2488
491.png,GHE,,,16.2625,0.4272
491.png,CLAHE,1.0,4x4,6.7522,0.1656
491.png,CLAHE,1.0,8x8,6.7195,0.1621
491.png,CLAHE,1.0,16x16,6.6358,0.1527
491.png,CLAHE,2.0,4x4,7.1336,0.2114
491.png,CLAHE,2.0,8x8,7.0851,0.2071
491.png,CLAHE,2.0,16x16,6.9234,0.1923
491.png,CLAHE,3.0,4x4,7.4832,0.2447
491.png,CLAHE,3.0,8x8,7.3965,0.2367
491.png,CLAHE,3.0,16x16,7.1907,0.2204
491.png,CLAHE,4.0,4x4,7.8228,0.2716
491.png,CLAHE,4.0,8x8,7.715,0.2604
491.png,CLAHE,4.0,16x16,7.4586,0.2417
492.png,GHE,,,11.5139,0.3004
492.png,CLAHE,1.0,4x4,8.7793,0.2129
492.png,CLAHE,1.0,8x8,8.7557,0.211
492.png,CLAHE,1.0,16x16,8.6842,0.2039
492.png,CLAHE,2.0,4x4,9.1241,0.2498
492.png,CLAHE,2.0,8x8,9.0949,0.2475
492.png,CLAHE,2.0,16x16,8.9982,0.2407
492.png,CLAHE,3.0,4x4,9.4466,0.2719
492.png,CLAHE,3.0,8x8,9.3885,0.2678
492.png,CLAHE,3.0,16x16,9.2694,0.2609
492.png,CLAHE,4.0,4x4,9.7696,0.2894
492.png,CLAHE,4.0,8x8,9.6913,0.2838
492.png,CLAHE,4.0,16x16,9.5357,0.2751
494.png,GHE,,,15.4827,0.494
494.png,CLAHE,1.0,4x4,7.865,0.2232
494.png,CLAHE,1.0,8x8,7.766,0.2163
494.png,CLAHE,1.0,16x16,7.6229,0.204
494.png,CLAHE,2.0,4x4,8.5471,0.2746
494.png,CLAHE,2.0,8x8,8.3353,0.2624
494.png,CLAHE,2.0,16x16,8.0303,0.2443
494.png,CLAHE,3.0,4x4,9.1707,0.3098
494.png,CLAHE,3.0,8x8,8.8442,0.2926
494.png,CLAHE,3.0,16x16,8.4395,0.2732
494.png,CLAHE,4.0,4x4,9.7798,0.3381
494.png,CLAHE,4.0,8x8,9.3659,0.319
494.png,CLAHE,4.0,16x16,8.8593,0.2978
495.png,GHE,,,14.6126,0.4047
495.png,CLAHE,1.0,4x4,10.0123,0.2961
495.png,CLAHE,1.0,8x8,9.9013,0.2885
495.png,CLAHE,1.0,16x16,9.7169,0.2748
495.png,CLAHE,2.0,4x4,10.8206,0.3561
495.png,CLAHE,2.0,8x8,10.5935,0.3445
495.png,CLAHE,2.0,16x16,10.1952,0.3217
495.png,CLAHE,3.0,4x4,11.5718,0.3931
495.png,CLAHE,3.0,8x8,11.202,0.3773
495.png,CLAHE,3.0,16x16,10.6883,0.3542
495.png,CLAHE,4.0,4x4,12.2856,0.418
495.png,CLAHE,4.0,8x8,11.8382,0.4002
495.png,CLAHE,4.0,16x16,11.1719,0.3759
496.png,GHE,,,18.5232,0.6394
496.png,CLAHE,1.0,4x4,7.1058,0.2618
496.png,CLAHE,1.0,8x8,6.9632,0.2462
496.png,CLAHE,1.0,16x16,6.8313,0.2299
496.png,CLAHE,2.0,4x4,7.7568,0.3424
496.png,CLAHE,2.0,8x8,7.4858,0.3179
496.png,CLAHE,2.0,16x16,7.2752,0.2959
496.png,CLAHE,3.0,4x4,8.3603,0.4028
496.png,CLAHE,3.0,8x8,7.9118,0.3669
496.png,CLAHE,3.0,16x16,7.6615,0.3434
496.png,CLAHE,4.0,4x4,8.9623,0.4487
496.png,CLAHE,4.0,8x8,8.3504,0.4044
496.png,CLAHE,4.0,16x16,7.9857,0.374
497.png,GHE,,,17.5471,0.6168
497.png,CLAHE,1.0,4x4,8.8937,0.3414
497.png,CLAHE,1.0,8x8,8.6969,0.3223
497.png,CLAHE,1.0,16x16,8.5463,0.3024
497.png,CLAHE,2.0,4x4,9.766,0.4373
497.png,CLAHE,2.0,8x8,9.3205,0.4035
497.png,CLAHE,2.0,16x16,9.0657,0.3767
497.png,CLAHE,3.0,4x4,10.6314,0.505
497.png,CLAHE,3.0,8x8,9.8576,0.4549
497.png,CLAHE,3.0,16x16,9.5088,0.4242
497.png,CLAHE,4.0,4x4,11.5082,0.5511
